"chromosome"	"start"	"ratio"	"ratio_median"
1	227950001	0.066	0.004
1	228000001	-0.06	0.004
1	228050001	-0.13	0.004
1	228100001	0.08	0.004
1	228200001	0.128	0.004
1	228250001	-0.14	0.004
1	228300001	-0.087	0.004
1	228350001	-0.039	0.004
1	228400001	0.009	0.004
1	228450001	0.034	0.004
1	228500001	0.118	0.004
1	228550001	0.099	0.004
1	228600001	-0.071	0.004
1	228650001	-0.074	0.004
1	228700001	-0.132	0.004
1	228800001	-0.047	0.004
1	228850001	-0.13	0.004
1	228900001	-0.138	0.004
1	228950001	-0.054	0.004
1	229000001	-0.063	0.004
1	229050001	-0.021	0.004
1	229100001	0.067	0.004
1	229150001	-0.104	0.004
1	229200001	-0.013	0.004
1	229250001	0.143	0.004
1	229300001	-0.145	0.004
1	229350001	-0.116	0.004
1	229400001	-0.043	0.004
1	229450001	0.05	0.004
1	229500001	0.063	0.004
1	229550001	-0.204	0.004
1	229600001	0.11	0.004
1	229650001	-0.021	0.004
1	229700001	0.097	0.004
1	229750001	0.193	0.004
1	229800001	0.073	0.004
1	229850001	0.203	0.004
1	229900001	0.04	0.004
1	229950001	-0.014	0.004
1	230000001	0.113	0.004
1	230050001	0.069	0.004
1	230100001	-0.051	0.004
1	230150001	0	0.004
1	230200001	-0.005	0.004
1	230250001	-0.03	0.004
1	230300001	-0.104	0.004
1	230350001	0.072	0.004
1	230400001	-0.01	0.004
1	230450001	0.031	0.004
1	230500001	-0.128	0.004
1	230550001	-0.228	0.004
1	230600001	0.052	0.004
1	230650001	0.103	0.004
1	230700001	0.029	0.004
1	230750001	0.08	0.004
1	230800001	0.019	0.004
1	230850001	0.068	0.004
1	230900001	0.05	0.004
1	230950001	0.062	0.004
1	231000001	0.001	0.004
1	231050001	0.014	0.004
1	231100001	-0.032	0.004
1	231150001	0.032	0.004
1	231200001	-0.016	0.004
1	231250001	-0.163	0.004
1	231300001	-0.044	0.004
1	231350001	-0.077	0.004
1	231400001	0.011	0.004
1	231450001	-0.094	0.004
1	231550001	0.181	0.004
1	231600001	-0.022	0.004
1	231650001	-0.062	0.004
1	231700001	0.027	0.004
1	231750001	0.169	0.004
1	231800001	0.046	0.004
1	231850001	0.122	0.004
1	231900001	0.013	0.004
1	231950001	0.075	0.004
1	232000001	0.078	0.004
1	232050001	0.066	0.004
1	232100001	-0.049	0.004
1	232150001	0.143	0.004
1	232200001	-0.08	0.004
1	232250001	-0.068	0.004
1	232300001	0.017	0.004
1	232350001	-0.103	0.004
1	232400001	-0.139	0.004
1	232450001	0.071	0.004
1	232500001	-0.201	0.004
1	232550001	0.034	0.004
1	232600001	0.102	0.004
1	232650001	0.002	0.004
1	232700001	-0.02	0.004
1	232750001	-0.109	0.004
1	232800001	0.054	0.004
1	232850001	0.019	0.004
1	232900001	0.033	0.004
1	232950001	-0.038	0.004
1	233000001	-0.167	0.004
1	233050001	-0.045	0.004
1	233100001	0.057	0.004
1	233150001	0.002	0.004
1	233200001	-0.077	0.004
1	233250001	0.043	0.004
1	233350001	0.401	0.357
1	233400001	0.36	0.357
1	233450001	0.393	0.357
1	233500001	0.487	0.357
1	233550001	0.373	0.357
1	233600001	0.188	0.357
1	233650001	0.412	0.357
1	233700001	0.401	0.357
1	233750001	0.381	0.357
1	233800001	0.294	0.357
1	233850001	0.412	0.357
1	233900001	0.333	0.357
1	233950001	0.43	0.357
1	234000001	0.388	0.357
1	234050001	0.331	0.357
1	234100001	0.412	0.357
1	234150001	0.442	0.357
1	234200001	0.26	0.357
1	234250001	0.408	0.357
1	234300001	0.425	0.357
1	234350001	0.36	0.357
1	234400001	0.418	0.357
1	234450001	0.454	0.357
1	234500001	0.34	0.357
1	234550001	0.433	0.357
1	234600001	0.324	0.357
1	234650001	0.401	0.357
1	234700001	0.353	0.357
1	234750001	0.45	0.357
1	234800001	0.429	0.357
1	234850001	0.524	0.357
1	234950001	0.354	0.357
1	235000001	0.441	0.357
1	235050001	0.372	0.357
1	235100001	0.33	0.357
1	235150001	0.234	0.357
1	235250001	0.424	0.357
1	235300001	0.4	0.357
1	235350001	0.281	0.357
1	235400001	0.425	0.357
1	235450001	0.458	0.357
1	235500001	0.32	0.357
1	235550001	0.341	0.357
1	235600001	0.318	0.357
1	235650001	0.357	0.357
1	235700001	0.334	0.357
1	235750001	0.392	0.357
1	235800001	0.343	0.357
1	235850001	0.398	0.357
1	235900001	0.283	0.357
1	235950001	0.474	0.357
1	236000001	0.416	0.357
1	236050001	0.417	0.357
1	236100001	0.381	0.357
1	236150001	0.282	0.357
1	236200001	0.369	0.357
1	236300001	0.42	0.357
1	236350001	0.458	0.357
1	236400001	0.311	0.357
1	236450001	0.354	0.357
1	236500001	0.461	0.357
1	236550001	0.335	0.357
1	236600001	0.402	0.357
1	236650001	0.407	0.357
1	236700001	0.351	0.357
1	236750001	0.357	0.357
1	236800001	0.468	0.357
1	236850001	0.345	0.357
1	236900001	0.275	0.357
1	236950001	0.393	0.357
1	237000001	0.26	0.357
1	237050001	0.227	0.357
1	237100001	0.324	0.357
1	237150001	0.057	0.357
1	237200001	0.183	0.357
1	237250001	0.308	0.357
1	237300001	0.294	0.357
1	237350001	0.362	0.357
1	237400001	0.357	0.357
1	237450001	0.421	0.357
1	237500001	0.386	0.357
1	237550001	0.393	0.357
1	237600001	0.245	0.357
1	237650001	0.441	0.357
1	237700001	0.215	0.357
1	237800001	0.338	0.357
1	237850001	0.364	0.357
1	237900001	0.35	0.357
1	237950001	0.462	0.357
1	238000001	0.287	0.357
1	238050001	0.329	0.357
1	238150001	0.233	0.357
1	238200001	0.374	0.357
1	238250001	0.311	0.357
1	238300001	0.287	0.357
1	238350001	0.46	0.357
1	238400001	0.302	0.357
1	238450001	0.355	0.357
1	238500001	0.399	0.357
1	238550001	0.341	0.357
1	238600001	0.35	0.357
1	238650001	0.383	0.357
1	238700001	0.342	0.357
1	238750001	0.383	0.357
1	238800001	0.3	0.357
1	238850001	0.475	0.357
1	238900001	0.285	0.357
1	238950001	0.354	0.357
1	239000001	0.32	0.357
1	239050001	0.374	0.357
1	239100001	0.316	0.357
1	239150001	0.421	0.357
1	239200001	0.162	0.357
1	239250001	0.347	0.357
1	239300001	0.336	0.357
1	239350001	0.341	0.357
1	239400001	0.302	0.357
1	239450001	0.182	0.357
1	239500001	0.341	0.357
1	239550001	0.34	0.357
1	239600001	0.395	0.357
1	239650001	0.388	0.357
1	239700001	0.404	0.357
1	239750001	0.195	0.357
1	239800001	0.076	0.357
1	239850001	0.255	0.357
1	239900001	0.299	0.357
1	239950001	0.352	0.357
1	240000001	0.324	0.357
1	240050001	0.283	0.357
1	240100001	0.197	0.357
1	240150001	0.353	0.357
1	240200001	0.36	0.357
1	240250001	0.24	0.357
1	240350001	0.288	0.357
1	240400001	0.226	0.357
1	240450001	0.388	0.357
1	240500001	0.373	0.357
1	240550001	0.239	0.357
1	240600001	0.176	0.357
1	240650001	0.255	0.357
1	240700001	0.451	0.357
1	240750001	0.26	0.357
1	240800001	0.355	0.357
1	240850001	0.254	0.357
1	240900001	0.391	0.357
1	240950001	0.419	0.357
1	241000001	0.355	0.357
1	241050001	0.404	0.357
1	241100001	0.35	0.357
1	241150001	0.347	0.357
1	241200001	0.365	0.357
1	241250001	0.232	0.357
1	241300001	0.303	0.357
1	241350001	0.292	0.357
1	241400001	0.338	0.357
1	241450001	0.358	0.357
1	241500001	0.381	0.357
1	241550001	0.438	0.357
1	241600001	0.409	0.357
1	241650001	0.422	0.357
1	241700001	0.477	0.357
1	241750001	0.548	0.357
1	241800001	0.356	0.357
1	241850001	0.348	0.357
1	241900001	0.483	0.357
1	241950001	0.411	0.357
1	242000001	0.251	0.357
1	242050001	0.325	0.357
1	242150001	0.377	0.357
1	242200001	0.287	0.357
1	242250001	0.371	0.357
1	242300001	0.437	0.357
1	242350001	0.225	0.357
1	242550001	0.39	0.357
1	242600001	0.335	0.357
1	242650001	0.268	0.357
1	242700001	0.209	0.357
1	242750001	0.477	0.357
1	242800001	0.409	0.357
1	242850001	0.27	0.357
1	242900001	0.224	0.357
1	243000001	0.434	0.357
1	243400001	0.326	0.357
1	243450001	0.43	0.357
1	243500001	0.49	0.357
1	243550001	0.456	0.357
1	243600001	0.403	0.357
1	243650001	0.324	0.357
1	243700001	0.5	0.357
1	243750001	0.32	0.357
1	243800001	0.457	0.357
1	243850001	0.458	0.357
1	243900001	0.375	0.357
1	243950001	0.411	0.357
1	244000001	0.356	0.357
1	244050001	0.232	0.357
1	244100001	0.415	0.357
1	244150001	0.386	0.357
1	244200001	0.457	0.357
1	244250001	0.193	0.357
1	244300001	0.307	0.357
1	244350001	0.412	0.357
1	244400001	0.461	0.357
1	244450001	0.324	0.357
1	244500001	0.323	0.357
1	244550001	0.232	0.357
1	244600001	0.417	0.357
1	244650001	0.376	0.357
1	244700001	0.309	0.357
1	244750001	0.283	0.357
1	244800001	0.404	0.357
1	244850001	0.408	0.357
1	244900001	0.417	0.357
1	244950001	0.307	0.357
1	245000001	0.336	0.357
1	245050001	0.302	0.357
1	245100001	0.364	0.357
1	245150001	0.247	0.357
1	245200001	0.435	0.357
1	245250001	0.277	0.357
1	245300001	0.439	0.357
1	245350001	0.364	0.357
1	245400001	0.291	0.357
1	245450001	0.334	0.357
1	245500001	0.19	0.357
1	245550001	0.478	0.357
1	245600001	0.35	0.357
1	245650001	0.236	0.357
1	245700001	0.337	0.357
1	245750001	0.465	0.357
1	245800001	0.374	0.357
1	245850001	0.347	0.357
1	245900001	0.49	0.357
1	245950001	0.18	0.357
1	246000001	0.414	0.357
1	246050001	0.368	0.357
1	246100001	0.327	0.357
1	246150001	0.268	0.357
1	246200001	0.407	0.357
1	246250001	0.491	0.357
1	246300001	0.209	0.357
1	246350001	0.468	0.357
1	246400001	0.272	0.357
1	246450001	0.324	0.357
1	246500001	0.447	0.357
1	246550001	0.25	0.357
1	246600001	0.429	0.357
1	246650001	0.434	0.357
1	246700001	0.343	0.357
1	246750001	0.298	0.357
1	246800001	0.301	0.357
1	246850001	0.441	0.357
1	246900001	0.396	0.357
1	246950001	0.411	0.357
1	247000001	0.498	0.357
1	247050001	0.307	0.357
1	247100001	0.505	0.357
1	247150001	0.489	0.357
1	247200001	0.412	0.357
1	247250001	0.38	0.357
1	247300001	0.303	0.357
1	247350001	0.413	0.357
1	247450001	0.43	0.357
1	247500001	0.393	0.357
1	247550001	0.355	0.357
1	247600001	0.402	0.357
1	247650001	0.23	0.357
1	247700001	0.453	0.357
1	247750001	0.412	0.357
1	247800001	0.402	0.357
1	247850001	0.381	0.357
1	247900001	0.342	0.357
1	247950001	0.341	0.357
1	248000001	0.428	0.357
1	248050001	0.154	0.357
1	248100001	0.31	0.357
1	248150001	0.342	0.357
1	248200001	0.453	0.357
1	248250001	0.36	0.357
1	248300001	0.191	0.357
1	248350001	0.386	0.357
1	248400001	0.342	0.357
1	248450001	0.446	0.357
1	248500001	0.438	0.357
1	248550001	0.454	0.357
1	248750001	0.241	0.357
1	248850001	0.209	0.357
1	249050001	0.266	0.357
1	249100001	0.302	0.357
1	249150001	0.48	0.357
2	50001	-0.631	-0.591
2	100001	-0.695	-0.591
2	150001	-0.59	-0.591
2	200001	-0.458	-0.591
2	250001	-0.577	-0.591
2	300001	-0.712	-0.591
2	350001	-0.689	-0.591
2	400001	-0.725	-0.591
2	450001	-0.732	-0.591
2	500001	-0.49	-0.591
2	550001	-0.416	-0.591
2	650001	-0.613	-0.591
2	750001	-0.758	-0.591
2	800001	-0.874	-0.591
2	850001	-0.792	-0.591
2	900001	-0.676	-0.591
2	950001	-0.625	-0.591
2	1000001	-0.953	-0.591
2	1050001	-0.598	-0.591
2	1100001	-0.628	-0.591
2	1150001	-0.472	-0.591
2	1200001	-0.929	-0.591
2	1250001	-0.704	-0.591
2	1300001	-0.806	-0.591
2	1350001	-0.565	-0.591
2	1400001	-0.515	-0.591
2	1450001	-0.367	-0.591
2	1550001	-0.782	-0.591
2	1600001	-0.699	-0.591
2	1650001	-0.793	-0.591
2	1700001	-0.672	-0.591
2	1750001	-0.75	-0.591
2	1800001	-0.737	-0.591
2	1850001	-0.566	-0.591
2	1900001	-0.569	-0.591
2	1950001	-0.724	-0.591
2	2000001	-0.729	-0.591
2	2050001	-0.519	-0.591
2	2100001	-0.795	-0.591
2	2150001	-0.633	-0.591
2	2200001	-0.472	-0.591
2	2250001	-0.703	-0.591
2	2300001	-0.616	-0.591
2	2350001	-0.612	-0.591
2	2400001	-0.622	-0.591
2	2450001	-0.611	-0.591
2	2500001	-0.683	-0.591
2	2550001	-0.46	-0.591
2	2600001	-0.563	-0.591
2	2650001	-0.569	-0.591
2	2700001	-0.68	-0.591
2	2750001	-0.646	-0.591
2	2800001	-0.521	-0.591
2	2850001	-0.601	-0.591
2	2900001	-0.583	-0.591
2	2950001	-0.682	-0.591
2	3000001	-0.627	-0.591
2	3050001	-0.621	-0.591
2	3100001	-0.704	-0.591
2	3150001	-0.688	-0.591
2	3200001	-0.557	-0.591
2	3250001	-0.543	-0.591
2	3300001	-0.751	-0.591
2	3350001	-0.619	-0.591
2	3400001	-0.65	-0.591
2	3450001	-0.743	-0.591
2	3500001	-0.568	-0.591
2	3550001	-0.524	-0.591
2	3600001	-0.791	-0.591
2	3650001	-0.675	-0.591
2	3700001	-0.578	-0.591
2	3750001	-0.767	-0.591
2	3800001	-0.722	-0.591
2	3850001	-0.614	-0.591
2	3900001	-0.681	-0.591
2	3950001	-0.622	-0.591
2	4000001	-0.7	-0.591
2	4050001	-0.545	-0.591
2	4100001	-0.692	-0.591
2	4150001	-0.705	-0.591
2	4200001	-0.619	-0.591
2	4250001	-0.573	-0.591
2	4300001	-0.811	-0.591
2	4350001	-0.472	-0.591
2	4400001	-0.718	-0.591
2	4450001	-0.678	-0.591
2	4500001	-0.51	-0.591
2	4550001	-0.553	-0.591
2	4600001	-0.645	-0.591
2	4650001	-0.581	-0.591
2	4700001	-0.583	-0.591
2	4750001	-0.824	-0.591
2	4800001	-0.645	-0.591
2	4850001	-0.534	-0.591
2	4900001	-0.728	-0.591
2	4950001	-0.57	-0.591
2	5000001	-0.725	-0.591
2	5100001	-0.656	-0.591
2	5150001	-0.666	-0.591
2	5200001	-0.577	-0.591
2	5250001	-0.591	-0.591
2	5300001	-0.696	-0.591
2	5350001	-0.712	-0.591
2	5400001	-0.627	-0.591
2	5450001	-0.706	-0.591
2	5500001	-0.685	-0.591
2	5550001	-0.681	-0.591
2	5600001	-0.491	-0.591
2	5700001	-0.549	-0.591
2	5850001	-0.746	-0.591
2	5900001	-0.744	-0.591
2	5950001	-0.438	-0.591
2	6000001	-0.531	-0.591
2	6050001	-0.601	-0.591
2	6100001	-0.491	-0.591
2	6150001	-0.474	-0.591
2	6200001	-0.64	-0.591
2	6250001	-0.528	-0.591
2	6300001	-0.548	-0.591
2	6350001	-0.489	-0.591
2	6400001	-0.652	-0.591
2	6450001	-0.794	-0.591
2	6500001	-0.483	-0.591
2	6550001	-0.695	-0.591
2	6600001	-0.648	-0.591
2	6650001	-0.552	-0.591
2	6700001	-0.649	-0.591
2	6750001	-0.623	-0.591
2	6800001	-0.556	-0.591
2	6850001	-0.523	-0.591
2	6900001	-0.473	-0.591
2	6950001	-0.592	-0.591
2	7000001	-0.592	-0.591
2	7050001	-0.661	-0.591
2	7100001	-0.64	-0.591
2	7150001	-0.552	-0.591
2	7200001	-0.529	-0.591
2	7250001	-0.705	-0.591
2	7300001	-0.596	-0.591
2	7350001	-0.592	-0.591
2	7400001	-0.747	-0.591
2	7450001	-0.528	-0.591
2	7500001	-0.793	-0.591
2	7550001	-0.648	-0.591
2	7600001	-0.534	-0.591
2	7650001	-0.594	-0.591
2	7700001	-0.672	-0.591
2	7750001	-0.614	-0.591
2	7800001	-0.576	-0.591
2	7850001	-0.598	-0.591
2	7900001	-0.528	-0.591
2	7950001	-0.514	-0.591
2	8000001	-0.581	-0.591
2	8050001	-0.566	-0.591
2	8100001	-0.673	-0.591
2	8150001	-0.721	-0.591
2	8200001	-0.756	-0.591
2	8250001	-0.553	-0.591
2	8300001	-0.652	-0.591
2	8350001	-0.509	-0.591
2	8400001	-0.584	-0.591
2	8450001	-0.576	-0.591
2	8500001	-0.414	-0.591
2	8550001	-0.649	-0.591
2	8600001	-0.827	-0.591
2	8650001	-0.602	-0.591
2	8700001	-0.746	-0.591
2	8750001	-0.609	-0.591
2	8800001	-0.754	-0.591
2	8850001	-0.639	-0.591
2	8900001	-0.561	-0.591
2	8950001	-0.559	-0.591
2	9000001	-0.503	-0.591
2	9050001	-0.518	-0.591
2	9100001	-0.518	-0.591
2	9150001	-0.661	-0.591
2	9200001	-0.505	-0.591
2	9250001	-0.625	-0.591
2	9300001	-0.778	-0.591
2	9350001	-0.529	-0.591
2	9400001	-0.451	-0.591
2	9450001	-0.635	-0.591
2	9500001	-0.709	-0.591
2	9550001	-0.728	-0.591
2	9600001	-0.466	-0.591
2	9650001	-0.644	-0.591
2	9700001	-0.57	-0.591
2	9750001	-0.461	-0.591
2	9800001	-0.436	-0.591
2	9850001	-0.523	-0.591
2	9900001	-0.565	-0.591
2	9950001	-0.659	-0.591
2	10000001	-0.471	-0.591
2	10050001	-0.652	-0.591
2	10100001	-0.711	-0.591
2	10150001	-0.623	-0.591
2	10200001	-0.588	-0.591
2	10250001	-0.513	-0.591
2	10300001	-0.677	-0.591
2	10350001	-0.508	-0.591
2	10400001	-0.726	-0.591
2	10450001	-0.599	-0.591
2	10500001	-0.574	-0.591
2	10550001	-0.581	-0.591
2	10600001	-0.745	-0.591
2	10650001	-0.478	-0.591
2	10700001	-0.566	-0.591
2	10750001	-0.675	-0.591
2	10800001	-0.657	-0.591
2	10850001	-0.595	-0.591
2	10900001	-0.62	-0.591
2	10950001	-0.608	-0.591
2	11000001	-0.736	-0.591
2	11050001	-0.782	-0.591
2	11100001	-0.848	-0.591
2	11150001	-0.558	-0.591
2	11200001	-0.706	-0.591
2	11250001	-0.749	-0.591
2	11300001	-0.605	-0.591
2	11350001	-0.596	-0.591
2	11400001	-0.471	-0.591
2	11450001	-0.61	-0.591
2	11500001	-0.506	-0.591
2	11550001	-0.308	-0.591
2	11600001	-0.694	-0.591
2	11650001	-0.638	-0.591
2	11700001	-0.606	-0.591
2	11750001	-0.44	-0.591
2	11800001	-0.706	-0.591
2	11850001	-0.567	-0.591
2	11900001	-0.404	-0.591
2	11950001	-0.715	-0.591
2	12000001	-0.465	-0.591
2	12050001	-0.37	-0.591
2	12100001	-0.577	-0.591
2	12150001	-0.507	-0.591
2	12200001	-0.72	-0.591
2	12250001	-0.672	-0.591
2	12300001	-0.534	-0.591
2	12350001	-0.491	-0.591
2	12400001	-0.632	-0.591
2	12450001	-0.588	-0.591
2	12500001	-0.556	-0.591
2	12550001	-0.561	-0.591
2	12600001	-0.813	-0.591
2	12650001	-0.651	-0.591
2	12700001	-0.49	-0.591
2	12750001	-0.808	-0.591
2	12800001	-0.748	-0.591
2	12850001	-0.518	-0.591
2	12900001	-0.348	-0.591
2	12950001	-0.675	-0.591
2	13000001	-0.525	-0.591
2	13050001	-0.514	-0.591
2	13100001	-0.712	-0.591
2	13150001	-0.429	-0.591
2	13200001	-0.451	-0.591
2	13250001	-0.603	-0.591
2	13300001	-0.568	-0.591
2	13350001	-0.657	-0.591
2	13400001	-0.537	-0.591
2	13450001	-0.607	-0.591
2	13600001	-0.629	-0.591
2	13650001	-0.467	-0.591
2	13700001	-0.633	-0.591
2	13750001	-0.727	-0.591
2	13800001	-0.809	-0.591
2	13850001	-0.461	-0.591
2	13900001	-0.619	-0.591
2	13950001	-0.659	-0.591
2	14000001	-0.801	-0.591
2	14050001	-0.474	-0.591
2	14100001	-0.633	-0.591
2	14150001	-0.62	-0.591
2	14200001	-0.385	-0.591
2	14250001	-0.568	-0.591
2	14300001	-0.713	-0.591
2	14350001	-0.45	-0.591
2	14400001	-0.571	-0.591
2	14450001	-0.528	-0.591
2	14500001	-0.498	-0.591
2	14550001	-0.627	-0.591
2	14600001	-0.662	-0.591
2	14650001	-0.434	-0.591
2	14700001	-0.579	-0.591
2	14750001	-0.631	-0.591
2	14800001	-0.454	-0.591
2	14850001	-0.679	-0.591
2	14900001	-0.618	-0.591
2	14950001	-0.567	-0.591
2	15000001	-0.517	-0.591
2	15050001	-0.5	-0.591
2	15100001	-0.585	-0.591
2	15150001	-0.487	-0.591
2	15200001	-0.474	-0.591
2	15250001	-0.542	-0.591
2	15300001	-0.618	-0.591
2	15350001	-0.6	-0.591
2	15400001	-0.574	-0.591
2	15450001	-0.559	-0.591
2	15500001	-0.402	-0.591
2	15550001	-0.571	-0.591
2	15600001	-0.656	-0.591
2	15650001	-0.667	-0.591
2	15700001	-0.587	-0.591
2	15750001	-0.638	-0.591
2	15800001	-0.464	-0.591
2	15850001	-0.427	-0.591
2	15900001	-0.663	-0.591
2	15950001	-0.667	-0.591
2	16000001	-0.432	-0.591
2	16050001	-0.545	-0.591
2	16100001	-0.661	-0.591
2	16200001	-0.62	-0.591
2	16250001	-0.405	-0.591
2	16300001	-0.668	-0.591
2	16350001	-0.603	-0.591
2	16400001	-0.717	-0.591
2	16450001	-0.487	-0.591
2	16500001	-0.601	-0.591
2	16550001	-0.488	-0.591
2	16600001	-0.637	-0.591
2	16650001	-0.648	-0.591
2	16700001	-0.694	-0.591
2	16750001	-0.73	-0.591
2	16800001	-0.746	-0.591
2	16850001	-0.597	-0.591
2	16900001	-0.494	-0.591
2	16950001	-0.573	-0.591
2	17000001	-0.691	-0.591
2	17050001	-0.588	-0.591
2	17100001	-0.548	-0.591
2	17150001	-0.475	-0.591
2	17200001	-0.544	-0.591
2	17250001	-0.437	-0.591
2	17300001	-0.639	-0.591
2	17350001	-0.513	-0.591
2	17400001	-0.65	-0.591
2	17450001	-0.457	-0.591
2	17500001	-0.461	-0.591
2	17550001	-0.671	-0.591
2	17600001	-0.557	-0.591
2	17650001	-0.509	-0.591
2	17700001	-0.654	-0.591
2	17750001	-0.603	-0.591
2	17800001	-0.495	-0.591
2	17850001	-0.396	-0.591
2	17900001	-0.626	-0.591
2	17950001	-0.534	-0.591
2	18000001	-0.555	-0.591
2	18050001	-0.652	-0.591
2	18100001	-0.695	-0.591
2	18150001	-0.904	-0.591
2	18200001	-0.501	-0.591
2	18250001	-0.699	-0.591
2	18300001	-0.522	-0.591
2	18350001	-0.47	-0.591
2	18400001	-0.498	-0.591
2	18450001	-0.621	-0.591
2	18500001	-0.668	-0.591
2	18550001	-0.525	-0.591
2	18600001	-0.501	-0.591
2	18650001	-0.519	-0.591
2	18700001	-0.523	-0.591
2	18750001	-0.684	-0.591
2	18800001	-0.72	-0.591
2	18850001	-0.666	-0.591
2	18900001	-0.468	-0.591
2	18950001	-0.525	-0.591
2	19000001	-0.531	-0.591
2	19050001	-0.645	-0.591
2	19100001	-0.607	-0.591
2	19150001	-0.727	-0.591
2	19250001	-0.549	-0.591
2	19300001	-0.597	-0.591
2	19350001	-0.587	-0.591
2	19400001	-0.524	-0.591
2	19450001	-0.614	-0.591
2	19500001	-0.627	-0.591
2	19550001	-0.498	-0.591
2	19600001	-0.65	-0.591
2	19650001	-0.601	-0.591
2	19700001	-0.232	-0.591
2	19750001	-0.515	-0.591
2	19800001	-0.497	-0.591
2	19850001	-0.637	-0.591
2	19900001	-0.566	-0.591
2	19950001	-0.663	-0.591
2	20000001	-0.594	-0.591
2	20050001	-0.368	-0.591
2	20100001	-0.478	-0.591
2	20150001	-0.655	-0.591
2	20200001	-0.517	-0.591
2	20250001	-0.446	-0.591
2	20300001	-0.627	-0.591
2	20350001	-0.43	-0.591
2	20400001	-0.452	-0.591
2	20450001	-0.423	-0.591
2	20500001	-0.557	-0.591
2	20550001	-0.512	-0.591
2	20600001	-0.435	-0.591
2	20650001	-0.509	-0.591
2	20700001	-0.401	-0.591
2	20750001	-0.495	-0.591
2	20800001	-0.589	-0.591
2	20850001	-0.6	-0.591
2	20900001	-0.519	-0.591
2	20950001	-0.643	-0.591
2	21000001	-0.592	-0.591
2	21050001	-0.669	-0.591
2	21100001	-0.624	-0.591
2	21150001	-0.605	-0.591
2	21200001	-0.502	-0.591
2	21250001	-0.685	-0.591
2	21300001	-0.708	-0.591
2	21350001	-0.617	-0.591
2	21400001	-0.6	-0.591
2	21450001	-0.442	-0.591
2	21500001	-0.684	-0.591
2	21600001	-0.514	-0.591
2	21650001	-0.603	-0.591
2	21700001	-0.442	-0.591
2	21750001	-0.583	-0.591
2	21800001	-0.705	-0.591
2	21850001	-0.672	-0.591
2	21900001	-0.733	-0.591
2	21950001	-0.542	-0.591
2	22000001	-0.563	-0.591
2	22050001	-0.625	-0.591
2	22100001	-0.826	-0.591
2	22150001	-0.69	-0.591
2	22200001	-0.617	-0.591
2	22250001	-0.668	-0.591
2	22300001	-0.523	-0.591
2	22350001	-0.671	-0.591
2	22400001	-0.672	-0.591
2	22450001	-0.563	-0.591
2	22500001	-0.621	-0.591
2	22550001	-0.534	-0.591
2	22600001	-0.487	-0.591
2	22650001	-0.562	-0.591
2	22700001	-0.498	-0.591
2	22750001	-0.695	-0.591
2	22800001	-0.7	-0.591
2	22850001	-0.439	-0.591
2	22900001	-0.511	-0.591
2	22950001	-0.569	-0.591
2	23000001	-0.529	-0.591
2	23050001	-0.651	-0.591
2	23100001	-0.471	-0.591
2	23150001	-0.561	-0.591
2	23200001	-0.903	-0.591
2	23250001	-0.593	-0.591
2	23300001	-0.555	-0.591
2	23350001	-0.578	-0.591
2	23400001	-0.81	-0.591
2	23450001	-0.528	-0.591
2	23500001	-0.478	-0.591
2	23550001	-0.709	-0.591
2	23600001	-0.479	-0.591
2	23650001	-0.505	-0.591
2	23700001	-0.762	-0.591
2	23750001	-0.745	-0.591
2	23800001	-0.515	-0.591
2	23850001	-0.614	-0.591
2	23900001	-0.441	-0.591
2	23950001	-0.674	-0.591
2	24000001	-0.534	-0.591
2	24050001	-0.62	-0.591
2	24100001	-0.398	-0.591
2	24150001	-0.697	-0.591
2	24200001	-0.342	-0.591
2	24250001	-0.528	-0.591
2	24300001	-0.773	-0.591
2	24350001	-0.686	-0.591
2	24400001	-0.52	-0.591
2	24450001	-0.629	-0.591
2	24500001	-0.434	-0.591
2	24600001	-0.708	-0.591
2	24650001	-0.604	-0.591
2	24700001	-0.61	-0.591
2	24750001	-0.413	-0.591
2	24800001	-0.506	-0.591
2	24850001	-0.637	-0.591
2	24900001	-0.485	-0.591
2	24950001	-0.583	-0.591
2	25000001	-0.606	-0.591
2	25050001	-0.609	-0.591
2	25100001	-0.534	-0.591
2	25150001	-0.567	-0.591
2	25200001	-0.509	-0.591
2	25250001	-0.612	-0.591
2	25300001	-0.524	-0.591
2	25350001	-0.51	-0.591
2	25400001	-0.891	-0.591
2	25450001	-0.553	-0.591
2	25500001	-0.633	-0.591
2	25550001	-0.808	-0.591
2	25600001	-0.615	-0.591
2	25650001	-0.546	-0.591
2	25700001	-0.452	-0.591
2	25750001	-0.755	-0.591
2	25800001	-0.701	-0.591
2	25850001	-0.587	-0.591
2	25900001	-0.542	-0.591
2	25950001	-0.623	-0.591
2	26000001	-0.576	-0.591
2	26050001	-0.479	-0.591
2	26100001	-0.716	-0.591
2	26150001	-0.537	-0.591
2	26200001	-0.474	-0.591
2	26250001	-0.678	-0.591
2	26300001	-0.435	-0.591
2	26350001	-0.569	-0.591
2	26400001	-0.57	-0.591
2	26450001	-0.55	-0.591
2	26500001	-0.509	-0.591
2	26550001	-0.496	-0.591
2	26600001	-0.544	-0.591
2	26650001	-0.709	-0.591
2	26700001	-0.671	-0.591
2	26750001	-0.58	-0.591
2	26800001	-0.345	-0.591
2	26850001	-0.712	-0.591
2	26900001	-0.707	-0.591
