Chromosome	Start	Ratio	MedianRatio	CopyNumber
11	43400001	1.35515	1.538	3
11	43450001	1.54224	1.538	3
11	43500001	1.538	1.538	3
11	43550001	1.60477	1.538	3
11	43600001	1.55921	1.538	3
11	43650001	1.43469	1.538	3
11	43700001	1.40095	1.538	3
11	43750001	1.54368	1.538	3
11	43800001	1.42815	1.538	3
11	43850001	1.16847	1.0903	2
11	43900001	1.06919	1.0903	2
11	43950001	1.0361	1.0903	2
11	44000001	1.12372	1.0903	2
11	44050001	1.0903	1.0903	2
11	44100001	1.031	1.0903	2
11	44150001	1.20267	1.0903	2
11	44200001	1.45239	1.56667	3
11	44250001	1.58864	1.56667	3
11	44300001	1.6822	1.56667	3
11	44350001	1.68795	1.56667	3
11	44400001	1.51104	1.56667	3
11	44450001	1.48838	1.56667	3
11	44500001	1.59136	1.56667	3
11	44550001	1.56667	1.56667	3
11	44600001	1.56938	1.56667	3
11	44650001	1.5232	1.56667	3
11	44700001	1.56105	1.56667	3
11	44750001	1.61562	1.56667	3
11	44800001	1.39923	1.56667	3
11	44850001	1.17678	1.09166	2
11	44900001	1.13434	1.09166	2
11	44950001	1.14795	1.09166	2
11	45000001	1.16642	1.09166	2
11	45050001	1.14187	1.09166	2
11	45100001	1.08057	1.09166	2
11	45150001	1.06335	1.09166	2
11	45200001	1.07457	1.09166	2
11	45250001	1.13966	1.09166	2
11	45300001	1.15381	1.09166	2
11	45350001	1.07434	1.09166	2
11	45400001	1.05583	1.09166	2
11	45450001	1.11988	1.09166	2
11	45500001	1.10285	1.09166	2
11	45550001	1.0945	1.09166	2
11	45600001	1.12684	1.09166	2
11	45650001	1.043	1.09166	2
11	45700001	1.07839	1.09166	2
11	45750001	1.13983	1.09166	2
11	45800001	1.10412	1.09166	2
11	45850001	1.12721	1.09166	2
11	45900001	1.17024	1.09166	2
11	45950001	1.09282	1.09166	2
11	46000001	1.05018	1.09166	2
11	46050001	1.02867	1.09166	2
11	46100001	1.05137	1.09166	2
11	46150001	1.06884	1.09166	2
11	46200001	1.12356	1.09166	2
11	46250001	1.20935	1.09166	2
11	46300001	1.09051	1.09166	2
11	46350001	1.1051	1.09166	2
11	46400001	1.16822	1.09166	2
11	46450001	1.19509	1.09166	2
11	46500001	1.17302	1.09166	2
11	46550001	1.07268	1.09166	2
11	46600001	1.06301	1.09166	2
11	46650001	1.05461	1.09166	2
11	46700001	1.12369	1.09166	2
11	46750001	1.18633	1.09166	2
11	46800001	1.17898	1.09166	2
11	46850001	1.16141	1.09166	2
11	46900001	1.0825	1.09166	2
11	46950001	1.06153	1.09166	2
11	47000001	1.03875	1.09166	2
11	47050001	0.980013	1.09166	2
11	47100001	1.06967	1.09166	2
11	47150001	1.1837	1.09166	2
11	47200001	1.21828	1.09166	2
11	47250001	1.10694	1.09166	2
11	47300001	0.985156	1.09166	2
11	47350001	1.0085	1.09166	2
11	47400001	1.09563	1.09166	2
11	47450001	1.08061	1.09166	2
11	47500001	1.02211	1.09166	2
11	47550001	1.03101	1.09166	2
11	47600001	0.984958	1.09166	2
11	47650001	0.996346	1.09166	2
11	47700001	1.06876	1.09166	2
11	47750001	1.03703	1.09166	2
11	47800001	1.04096	1.09166	2
11	47850001	1.04216	1.09166	2
11	47900001	0.972389	1.09166	2
11	47950001	1.02655	1.09166	2
11	48000001	1.15686	1.09166	2
11	48050001	1.14994	1.09166	2
11	48100001	1.07156	1.09166	2
11	48150001	1.05761	1.09166	2
11	48200001	1.08153	1.09166	2
11	48250001	1.19146	1.09166	2
11	48300001	1.73833	1.09166	2
11	48350001	1.61665	1.09166	2
11	48400001	1.04821	1.09166	2
11	48450001	1.05936	1.09166	2
11	48500001	1.11422	1.09166	2
11	48550001	1.06403	1.09166	2
11	48600001	1.12982	1.09166	2
11	48650001	1.24693	1.09166	2
11	48700001	1.33095	1.09166	2
11	48750001	2.09582	2.52664	5
11	48800001	2.97944	2.52664	5
11	48850001	2.52664	2.52664	5
11	48900001	1.66886	1.66886	3
11	48950001	1.26918	1.07122	2
11	49000001	1.05729	1.07122	2
11	49050001	1.0342	1.07122	2
11	49100001	1.00109	1.07122	2
11	49150001	1.03303	1.07122	2
11	49200001	1.06992	1.07122	2
11	49250001	1.10839	1.07122	2
11	49300001	1.09372	1.07122	2
11	49350001	1.03022	1.07122	2
11	49400001	1.00145	1.07122	2
11	49450001	1.06722	1.07122	2
11	49500001	1.11365	1.07122	2
11	49550001	1.10565	1.07122	2
11	49600001	1.05097	1.07122	2
11	49650001	0.960656	1.07122	2
11	49700001	1.0173	1.07122	2
11	49750001	1.05402	1.07122	2
11	49800001	0.977068	1.07122	2
11	49850001	0.938518	1.07122	2
11	49900001	0.984248	1.07122	2
11	49950001	1.15977	1.07122	2
11	50000001	1.15176	1.07122	2
11	50050001	1.07297	1.07122	2
11	50100001	1.12516	1.07122	2
11	50150001	1.01331	1.07122	2
11	50200001	1.05112	1.07122	2
11	50250001	1.22377	1.07122	2
11	50300001	1.21783	1.07122	2
11	50350001	1.20495	1.07122	2
11	50400001	1.15922	1.07122	2
11	50450001	1.09948	1.07122	2
11	50500001	1.07251	1.07122	2
11	50550001	1.12927	1.07122	2
11	50600001	1.49016	1.07122	2
11	50650001	2.6951	2.69001	5
11	50700001	2.68493	2.69001	5
11	50750001	0.725383	0.413103	1
11	50800001	-1	0.413103	1
11	50850001	-1	0.413103	1
11	50900001	-1	0.413103	1
11	50950001	-1	0.413103	1
11	51000001	0	0.413103	1
11	51050001	0.413103	0.413103	1
11	51100001	0.987578	1.28798	3
11	51150001	1.18931	1.28798	3
11	51200001	1.41933	1.28798	3
11	51250001	1.34689	1.28798	3
11	51300001	1.17783	1.28798	3
11	51350001	1.3317	1.28798	3
11	51400001	1.40583	1.28798	3
11	51450001	1.24426	1.28798	3
11	51500001	44.4044	44.3599	89
11	51550001	44.3155	44.3599	89
11	51600001	-1	-1	0
11	51650001	-1	-1	0
11	51700001	-1	-1	0
11	51750001	-1	-1	0
11	51800001	-1	-1	0
11	51850001	-1	-1	0
11	51900001	-1	-1	0
11	51950001	-1	-1	0
11	52000001	-1	-1	0
11	52050001	-1	-1	0
11	52100001	-1	-1	0
11	52150001	-1	-1	0
11	52200001	-1	-1	0
11	52250001	-1	-1	0
11	52300001	-1	-1	0
11	52350001	-1	-1	0
11	52400001	-1	-1	0
11	52450001	-1	-1	0
11	52500001	-1	-1	0
11	52550001	-1	-1	0
11	52600001	-1	-1	0
11	52650001	-1	-1	0
11	52700001	-1	-1	0
11	52750001	-1	-1	0
11	52800001	-1	-1	0
11	52850001	-1	-1	0
11	52900001	-1	-1	0
11	52950001	-1	-1	0
11	53000001	-1	-1	0
11	53050001	-1	-1	0
11	53100001	-1	-1	0
11	53150001	-1	-1	0
11	53200001	-1	-1	0
11	53250001	-1	-1	0
11	53300001	-1	-1	0
11	53350001	-1	-1	0
11	53400001	-1	-1	0
11	53450001	-1	-1	0
11	53500001	-1	-1	0
11	53550001	-1	-1	0
11	53600001	-1	-1	0
11	53650001	-1	-1	0
11	53700001	-1	-1	0
11	53750001	-1	-1	0
11	53800001	-1	-1	0
11	53850001	-1	-1	0
11	53900001	-1	-1	0
11	53950001	-1	-1	0
11	54000001	-1	-1	0
11	54050001	-1	-1	0
11	54100001	-1	-1	0
11	54150001	-1	-1	0
11	54200001	-1	-1	0
11	54250001	-1	-1	0
11	54300001	-1	-1	0
11	54350001	-1	-1	0
11	54400001	-1	-1	0
11	54450001	-1	-1	0
11	54500001	-1	-1	0
11	54550001	-1	-1	0
11	54600001	0	0	0
11	54650001	0	0	0
11	54700001	0.336954	0	0
11	54750001	0.95633	1.38335	3
11	54800001	1.38335	1.38335	3
11	54850001	1.49954	1.38335	3
11	54900001	1.90883	2.28895	5
11	54950001	2.6918	2.28895	5
11	55000001	2.28895	2.28895	5
11	55050001	1.32544	1.42569	3
11	55100001	1.38614	1.42569	3
11	55150001	1.44422	1.42569	3
11	55200001	1.40279	1.42569	3
11	55250001	1.43858	1.42569	3
11	55300001	1.46214	1.42569	3
11	55350001	1.46272	1.42569	3
11	55400001	1.48411	1.42569	3
11	55450001	1.40291	1.42569	3
11	55500001	1.44563	1.42569	3
11	55550001	1.4128	1.42569	3
11	55600001	1.31567	1.42569	3
11	55650001	1.30373	1.42569	3
11	55700001	1.27406	1.42569	3
11	55750001	1.41083	1.42569	3
11	55800001	1.49995	1.42569	3
11	55850001	1.44995	1.42569	3
11	55900001	1.4986	1.42569	3
11	55950001	1.54615	1.42569	3
11	56000001	1.31793	1.42569	3
11	56050001	1.12633	1.09475	2
11	56100001	1.12165	1.09475	2
11	56150001	1.00112	1.09475	2
11	56200001	1.02089	1.09475	2
11	56250001	1.03389	1.09475	2
11	56300001	1.04629	1.09475	2
11	56350001	1.16104	1.09475	2
11	56400001	1.25092	1.09475	2
11	56450001	1.23333	1.09475	2
11	56500001	1.16825	1.09475	2
11	56550001	1.15643	1.09475	2
11	56600001	1.04187	1.09475	2
11	56650001	0.994832	1.09475	2
11	56700001	1.09475	1.09475	2
11	56750001	1.23565	1.09475	2
11	56800001	1.20787	1.09475	2
11	56850001	1.0395	1.09475	2
11	56900001	0.987297	1.09475	2
11	56950001	1.08257	1.09475	2
11	57000001	1.13879	1.09475	2
11	57050001	1.12082	1.09475	2
11	57100001	1.08619	1.09475	2
11	57150001	1.06486	1.09475	2
11	57200001	1.09106	1.09475	2
11	57250001	1.07391	1.09475	2
11	57300001	1.0413	1.09475	2
11	57350001	1.05704	1.09475	2
11	57400001	1.12938	1.09475	2
11	57450001	1.11685	1.09475	2
11	57500001	1.08178	1.09475	2
11	57550001	1.11233	1.09475	2
11	57600001	1.17931	1.09475	2
11	57650001	1.16706	1.09475	2
11	57700001	1.09338	1.09475	2
11	57750001	1.09824	1.09475	2
11	57800001	1.07098	1.09475	2
11	57850001	1.13537	1.09475	2
11	57900001	1.29738	1.09475	2
11	57950001	1.41819	1.09475	2
11	58000001	1.21059	1.09475	2
11	58050001	0.993609	1.09475	2
11	58100001	1.08274	1.09475	2
11	58150001	1.03918	1.09475	2
11	58200001	0.97942	1.09475	2
11	58250001	1.06789	1.09475	2
11	58300001	1.14687	1.09475	2
11	58350001	1.12544	1.09475	2
11	58400001	1.08062	1.09475	2
11	58450001	1.08232	1.09475	2
11	58500001	1.17552	1.09475	2
11	58550001	1.20894	1.09475	2
11	58600001	1.30174	1.39658	3
11	58650001	1.43053	1.39658	3
11	58700001	1.44615	1.39658	3
11	58750001	1.41525	1.39658	3
11	58800001	1.38233	1.39658	3
11	58850001	1.40748	1.39658	3
11	58900001	1.4525	1.39658	3
11	58950001	1.40985	1.39658	3
11	59000001	1.38145	1.39658	3
11	59050001	1.4034	1.39658	3
11	59100001	1.38263	1.39658	3
11	59150001	1.38984	1.39658	3
11	59200001	1.35869	1.39658	3
11	59250001	1.30124	1.39658	3
11	59300001	1.36821	1.39658	3
11	59350001	1.39716	1.39658	3
11	59400001	1.36427	1.39658	3
11	59450001	1.34969	1.39658	3
11	59500001	1.35393	1.39658	3
11	59550001	1.40777	1.39658	3
11	59600001	1.41155	1.39658	3
11	59650001	1.39427	1.39658	3
11	59700001	1.45544	1.39658	3
11	59750001	1.52704	1.39658	3
11	59800001	1.396	1.39658	3
11	59850001	1.39285	1.39658	3
11	59900001	1.37048	1.39658	3
11	59950001	1.30729	1.39658	3
11	60000001	1.40857	1.39658	3
11	60050001	1.39138	1.39658	3
11	60100001	1.34048	1.39658	3
11	60150001	1.41209	1.39658	3
11	60200001	1.36047	1.39658	3
11	60250001	1.40867	1.39658	3
11	60300001	1.52687	1.39658	3
11	60350001	1.36512	1.39658	3
11	60400001	1.30573	1.39658	3
11	60450001	1.44166	1.39658	3
11	60500001	1.44717	1.39658	3
11	60550001	1.45393	1.39658	3
11	60600001	1.48927	1.39658	3
11	60650001	1.53291	1.39658	3
11	60700001	1.64125	1.68178	3
11	60750001	1.69365	1.68178	3
11	60800001	1.72646	1.68178	3
11	60850001	1.64487	1.68178	3
11	60900001	1.78455	1.68178	3
11	60950001	1.92519	1.68178	3
11	61000001	1.7411	1.68178	3
11	61050001	1.5899	1.68178	3
11	61100001	1.63627	1.68178	3
11	61150001	1.63464	1.68178	3
11	61200001	1.65522	1.68178	3
11	61250001	1.71356	1.68178	3
11	61300001	1.63898	1.68178	3
11	61350001	1.63656	1.68178	3
11	61400001	1.64518	1.68178	3
11	61450001	1.71332	1.68178	3
11	61500001	1.86685	1.68178	3
11	61550001	1.68692	1.68178	3
11	61600001	1.6399	1.68178	3
11	61650001	1.71792	1.68178	3
11	61700001	1.67954	1.68178	3
11	61750001	1.70399	1.68178	3
11	61800001	1.74535	1.68178	3
11	61850001	1.79621	1.68178	3
11	61900001	1.81517	1.68178	3
11	61950001	1.68178	1.68178	3
11	62000001	1.65755	1.68178	3
11	62050001	1.74391	1.68178	3
11	62100001	1.69607	1.68178	3
11	62150001	1.59456	1.68178	3
11	62200001	1.55878	1.68178	3
11	62250001	1.62601	1.68178	3
11	62300001	1.69068	1.68178	3
11	62350001	1.70605	1.68178	3
11	62400001	1.72132	1.68178	3
11	62450001	1.7164	1.68178	3
11	62500001	1.65129	1.68178	3
11	62550001	1.66398	1.68178	3
11	62600001	1.64494	1.68178	3
11	62650001	1.65314	1.68178	3
11	62700001	1.73207	1.68178	3
11	62750001	1.70482	1.68178	3
11	62800001	1.64689	1.68178	3
11	62850001	1.67301	1.68178	3
11	62900001	1.60477	1.68178	3
11	62950001	1.33325	1.11488	2
11	63000001	1.14288	1.11488	2
11	63050001	1.18394	1.11488	2
11	63100001	1.21227	1.11488	2
11	63150001	1.09581	1.11488	2
11	63200001	1.15153	1.11488	2
11	63250001	1.20345	1.11488	2
11	63300001	1.10536	1.11488	2
11	63350001	1.17507	1.11488	2
11	63400001	1.16391	1.11488	2
11	63450001	1.03072	1.11488	2
11	63500001	0.97221	1.11488	2
11	63550001	1.01405	1.11488	2
11	63600001	1.10652	1.11488	2
11	63650001	1.1192	1.11488	2
11	63700001	1.08723	1.11488	2
11	63750001	1.11871	1.11488	2
11	63800001	1.10587	1.11488	2
11	63850001	1.06547	1.11488	2
11	63900001	1.04733	1.11488	2
11	63950001	1.08756	1.11488	2
11	64000001	1.09208	1.11488	2
11	64050001	1.10638	1.11488	2
11	64100001	1.10049	1.11488	2
11	64150001	1.04043	1.11488	2
11	64200001	1.01618	1.11488	2
11	64250001	1.06391	1.11488	2
11	64300001	1.1143	1.11488	2
11	64350001	1.02612	1.11488	2
11	64400001	1.05128	1.11488	2
11	64450001	1.18984	1.11488	2
11	64500001	1.15884	1.11488	2
11	64550001	1.21277	1.11488	2
11	64600001	1.40717	1.11488	2
11	64650001	1.21414	1.11488	2
11	64700001	1.08489	1.11488	2
11	64750001	1.12626	1.11488	2
11	64800001	1.02287	1.11488	2
11	64850001	1.05714	1.11488	2
11	64900001	1.08017	1.11488	2
11	64950001	1.07386	1.11488	2
11	65000001	1.08921	1.11488	2
11	65050001	1.0654	1.11488	2
11	65100001	1.09036	1.11488	2
11	65150001	1.17637	1.11488	2
11	65200001	1.09604	1.11488	2
11	65250001	1.12238	1.11488	2
11	65300001	1.24471	1.11488	2
11	65350001	1.25969	1.11488	2
11	65400001	1.21908	1.11488	2
11	65450001	1.17457	1.11488	2
11	65500001	1.1838	1.11488	2
11	65550001	1.21353	1.11488	2
11	65600001	1.21016	1.11488	2
11	65650001	1.04221	1.11488	2
11	65700001	1.08178	1.11488	2
11	65750001	1.11546	1.11488	2
11	65800001	1.07369	1.11488	2
11	65850001	1.13797	1.11488	2
11	65900001	1.16468	1.11488	2
11	65950001	1.2156	1.11488	2
11	66000001	1.20511	1.11488	2
11	66050001	1.19239	1.11488	2
11	66100001	1.18781	1.11488	2
11	66150001	1.12842	1.11488	2
11	66200001	1.11241	1.11488	2
11	66250001	1.08246	1.11488	2
11	66300001	1.06341	1.11488	2
11	66350001	1.06846	1.11488	2
11	66400001	1.04855	1.11488	2
11	66450001	1.06755	1.11488	2
11	66500001	0.990453	1.11488	2
11	66550001	1.05707	1.11488	2
11	66600001	1.24714	1.11488	2
11	66650001	1.23599	1.11488	2
11	66700001	1.07518	1.11488	2
11	66750001	1.12987	1.11488	2
11	66800001	1.16691	1.11488	2
11	66850001	1.0334	1.11488	2
11	66900001	0.982061	1.11488	2
11	66950001	1.07816	1.11488	2
11	67000001	1.17293	1.11488	2
11	67050001	1.16042	1.11488	2
11	67100001	1.14531	1.11488	2
11	67150001	1.11042	1.11488	2
11	67200001	1.0664	1.11488	2
11	67250001	1.15283	1.11488	2
11	67300001	1.13537	1.11488	2
11	67350001	1.09741	1.11488	2
11	67400001	1.11939	1.11488	2
11	67450001	1.10578	1.11488	2
11	67500001	1.15018	1.11488	2
11	67550001	1.22063	1.11488	2
11	67600001	1.20876	1.11488	2
11	67650001	1.09925	1.11488	2
11	67700001	1.09958	1.11488	2
11	67750001	1.14382	1.11488	2
11	67800001	1.09268	1.11488	2
11	67850001	1.04039	1.11488	2
11	67900001	1.10936	1.11488	2
11	67950001	1.13727	1.11488	2
11	68000001	1.12067	1.11488	2
11	68050001	1.14625	1.11488	2
11	68100001	1.12931	1.11488	2
11	68150001	1.02324	1.11488	2
11	68200001	1.02197	1.11488	2
11	68250001	1.04879	1.11488	2
11	68300001	0.99327	1.11488	2
11	68350001	1.11872	1.11488	2
11	68400001	1.16371	1.11488	2
11	68450001	1.15287	1.11488	2
11	68500001	1.12902	1.11488	2
11	68550001	1.15633	1.11488	2
11	68600001	1.17926	1.11488	2
11	68650001	1.15415	1.11488	2
11	68700001	1.09441	1.11488	2
11	68750001	1.07039	1.11488	2
11	68800001	1.26655	1.11488	2
11	68850001	1.20378	1.11488	2
11	68900001	1.07096	1.11488	2
11	68950001	1.127	1.11488	2
11	69000001	1.04538	1.11488	2
11	69050001	0.444769	0.516774	1
11	69100001	0.588779	0.516774	1
11	69150001	1.14068	1.10099	2
11	69200001	1.1533	1.10099	2
11	69250001	1.25808	1.10099	2
11	69300001	1.23533	1.10099	2
11	69350001	1.13248	1.10099	2
11	69400001	1.14827	1.10099	2
11	69450001	1.06958	1.10099	2
11	69500001	0.990536	1.10099	2
11	69550001	1.06623	1.10099	2
11	69600001	1.13844	1.10099	2
11	69650001	0.763791	1.10099	2
11	69700001	0.367084	1.10099	2
11	69750001	0.793956	1.10099	2
11	69800001	1.15973	1.10099	2
11	69850001	1.12658	1.10099	2
11	69900001	1.11706	1.10099	2
11	69950001	1.07774	1.10099	2
11	70000001	1.09895	1.10099	2
11	70050001	1.12559	1.10099	2
11	70100001	1.05177	1.10099	2
11	70150001	1.12547	1.10099	2
11	70200001	1.09923	1.10099	2
11	70250001	1.10037	1.10099	2
11	70300001	1.21033	1.10099	2
11	70350001	1.18863	1.10099	2
11	70400001	1.15335	1.10099	2
11	70450001	1.09569	1.10099	2
11	70500001	1.16582	1.10099	2
11	70550001	1.26938	1.10099	2
11	70600001	1.23599	1.10099	2
11	70650001	1.13	1.10099	2
11	70700001	1.11434	1.10099	2
11	70750001	1.07176	1.10099	2
11	70800001	1.02909	1.10099	2
11	70850001	1.14576	1.10099	2
11	70900001	1.16973	1.10099	2
11	70950001	1.07309	1.10099	2
11	71000001	1.07616	1.10099	2
11	71050001	1.12406	1.10099	2
11	71100001	1.13029	1.10099	2
11	71150001	1.09515	1.10099	2
11	71200001	1.1153	1.10099	2
11	71250001	1.09131	1.10099	2
11	71300001	1.01375	1.10099	2
11	71350001	1.11428	1.10099	2
11	71400001	1.21371	1.10099	2
11	71450001	1.14287	1.10099	2
11	71500001	1.18628	1.10099	2
11	71550001	1.23419	1.10099	2
11	71600001	1.10068	1.10099	2
11	71650001	1.05253	1.10099	2
11	71700001	1.1218	1.10099	2
11	71750001	1.13999	1.10099	2
11	71800001	1.02797	1.10099	2
11	71850001	1.0547	1.10099	2
11	71900001	1.17779	1.10099	2
11	71950001	1.15672	1.10099	2
11	72000001	1.08079	1.10099	2
11	72050001	0.984206	1.10099	2
11	72100001	0.967845	1.10099	2
11	72150001	1.11437	1.10099	2
11	72200001	1.14614	1.10099	2
11	72250001	1.06129	1.10099	2
11	72300001	1.14031	1.10099	2
11	72350001	1.18672	1.10099	2
11	72400001	1.12235	1.10099	2
11	72450001	1.14338	1.10099	2
11	72500001	1.14166	1.10099	2
11	72550001	1.08234	1.10099	2
11	72600001	1.10476	1.10099	2
11	72650001	1.07789	1.10099	2
11	72700001	1.08765	1.10099	2
11	72750001	1.18309	1.10099	2
11	72800001	1.19943	1.10099	2
11	72850001	1.13426	1.10099	2
11	72900001	1.13035	1.10099	2
11	72950001	1.15493	1.10099	2
11	73000001	1.14731	1.10099	2
11	73050001	1.16758	1.10099	2
11	73100001	1.16779	1.10099	2
11	73150001	1.11045	1.10099	2
11	73200001	1.012	1.10099	2
11	73250001	1.08211	1.10099	2
11	73300001	1.12981	1.10099	2
11	73350001	1.0768	1.10099	2
11	73400001	1.09514	1.10099	2
11	73450001	1.03555	1.10099	2
11	73500001	1.08164	1.10099	2
11	73550001	1.06047	1.10099	2
11	73600001	1.0551	1.10099	2
11	73650001	1.14684	1.10099	2
11	73700001	1.1075	1.10099	2
11	73750001	1.05686	1.10099	2
11	73800001	1.05662	1.10099	2
11	73850001	1.09319	1.10099	2
11	73900001	1.13752	1.10099	2
11	73950001	1.18253	1.10099	2
11	74000001	1.16515	1.10099	2
11	74050001	1.12652	1.10099	2
11	74100001	1.10536	1.10099	2
11	74150001	1.12966	1.10099	2
11	74200001	1.03753	1.10099	2
11	74250001	1.00949	1.10099	2
11	74300001	1.22782	1.10099	2
11	74350001	1.27548	1.10099	2
11	74400001	1.19216	1.10099	2
11	74450001	1.17851	1.10099	2
11	74500001	1.23876	1.10099	2
11	74550001	1.17902	1.10099	2
11	74600001	1.07088	1.10099	2
11	74650001	1.09625	1.10099	2
11	74700001	1.1149	1.10099	2
11	74750001	1.13309	1.10099	2
11	74800001	1.19144	1.10099	2
11	74850001	1.217	1.10099	2
11	74900001	1.15665	1.10099	2
11	74950001	1.11918	1.10099	2
11	75000001	1.0983	1.10099	2
11	75050001	1.21321	1.10099	2
11	75100001	1.29685	1.10099	2
11	75150001	1.20984	1.10099	2
11	75200001	1.13961	1.10099	2
11	75250001	1.13079	1.10099	2
11	75300001	1.09028	1.10099	2
11	75350001	1.0018	1.10099	2
11	75400001	1.03595	1.10099	2
11	75450001	1.07481	1.10099	2
11	75500001	1.03497	1.10099	2
11	75550001	1.06526	1.10099	2
11	75600001	1.08053	1.10099	2
11	75650001	1.09446	1.10099	2
11	75700001	1.11535	1.10099	2
11	75750001	1.02742	1.10099	2
11	75800001	1.00207	1.10099	2
11	75850001	1.12688	1.10099	2
11	75900001	1.16601	1.10099	2
11	75950001	1.09547	1.10099	2
11	76000001	1.1346	1.10099	2
11	76050001	1.067	1.10099	2
11	76100001	1.0721	1.10099	2
11	76150001	1.13155	1.10099	2
11	76200001	1.07608	1.10099	2
11	76250001	1.19024	1.10099	2
11	76300001	1.26494	1.10099	2
11	76350001	1.1503	1.10099	2
11	76400001	1.08092	1.10099	2
11	76450001	1.08145	1.10099	2
11	76500001	1.07528	1.10099	2
11	76550001	1.01572	1.10099	2
11	76600001	1.00664	1.10099	2
11	76650001	0.996595	1.10099	2
11	76700001	1.16284	1.10099	2
11	76750001	1.26641	1.10099	2
11	76800001	1.12319	1.10099	2
11	76850001	1.09104	1.10099	2
11	76900001	1.06871	1.10099	2
11	76950001	1.07034	1.10099	2
11	77000001	1.10654	1.10099	2
11	77050001	1.14344	1.10099	2
11	77100001	1.13355	1.10099	2
11	77150001	1.05177	1.10099	2
11	77200001	1.12447	1.10099	2
11	77250001	1.23724	1.10099	2
11	77300001	1.16067	1.10099	2
11	77350001	1.09727	1.10099	2
11	77400001	1.04947	1.10099	2
11	77450001	1.04336	1.10099	2
11	77500001	1.04388	1.10099	2
11	77550001	1.00663	1.10099	2
11	77600001	1.06515	1.10099	2
11	77650001	1.12273	1.10099	2
11	77700001	1.11365	1.10099	2
11	77750001	1.14165	1.10099	2
11	77800001	1.18815	1.10099	2
11	77850001	1.16741	1.10099	2
11	77900001	1.10526	1.10099	2
11	77950001	1.09521	1.10099	2
11	78000001	1.19667	1.10099	2
11	78050001	1.21301	1.10099	2
11	78100001	1.10409	1.10099	2
11	78150001	1.00142	1.10099	2
11	78200001	1.02696	1.10099	2
11	78250001	1.1262	1.10099	2
11	78300001	1.21513	1.10099	2
11	78350001	1.20391	1.10099	2
11	78400001	1.17329	1.10099	2
11	78450001	1.08781	1.10099	2
11	78500001	0.96539	1.10099	2
11	78550001	1.07001	1.10099	2
11	78600001	1.18131	1.10099	2
11	78650001	1.18772	1.10099	2
11	78700001	1.17407	1.10099	2
11	78750001	1.16558	1.10099	2
11	78800001	1.11789	1.10099	2
11	78850001	1.10703	1.10099	2
11	78900001	1.13135	1.10099	2
11	78950001	1.06287	1.10099	2
11	79000001	1.09628	1.10099	2
11	79050001	1.14015	1.10099	2
11	79100001	1.05174	1.10099	2
11	79150001	1.02573	1.10099	2
11	79200001	1.01317	1.10099	2
11	79250001	1.0983	1.10099	2
11	79300001	1.12023	1.10099	2
11	79350001	1.07225	1.10099	2
11	79400001	1.12855	1.10099	2
11	79450001	1.12871	1.10099	2
11	79500001	1.09634	1.10099	2
11	79550001	1.10394	1.10099	2
11	79600001	1.1385	1.10099	2
11	79650001	1.09633	1.10099	2
11	79700001	1.02594	1.10099	2
11	79750001	1.08078	1.10099	2
11	79800001	1.08962	1.10099	2
11	79850001	1.08667	1.10099	2
11	79900001	1.11468	1.10099	2
11	79950001	1.07277	1.10099	2
11	80000001	1.06013	1.10099	2
11	80050001	1.05612	1.10099	2
11	80100001	1.03943	1.10099	2
11	80150001	1.08191	1.10099	2
11	80200001	1.12777	1.10099	2
11	80250001	1.04287	1.10099	2
11	80300001	1.01256	1.10099	2
11	80350001	1.08306	1.10099	2
11	80400001	1.14342	1.10099	2
11	80450001	1.14551	1.10099	2
11	80500001	1.11652	1.10099	2
11	80550001	1.03231	1.10099	2
11	80600001	0.999312	1.10099	2
11	80650001	0.993055	1.10099	2
11	80700001	0.96122	1.10099	2
11	80750001	0.998002	1.10099	2
11	80800001	0.96037	1.10099	2
11	80850001	1.02404	1.10099	2
11	80900001	1.10841	1.10099	2
11	80950001	1.06245	1.10099	2
11	81000001	0.999922	1.10099	2
11	81050001	0.991284	1.10099	2
11	81100001	0.993668	1.10099	2
11	81150001	1.03531	1.10099	2
11	81200001	1.08271	1.10099	2
11	81250001	1.02227	1.10099	2
11	81300001	1.06043	1.10099	2
11	81350001	1.14592	1.10099	2
11	81400001	1.13931	1.10099	2
11	81450001	1.02262	1.10099	2
11	81500001	1.05302	1.10099	2
11	81550001	1.06133	1.10099	2
11	81600001	1.00795	1.10099	2
11	81650001	1.12967	1.10099	2
11	81700001	1.19831	1.10099	2
11	81750001	1.12321	1.10099	2
11	81800001	1.05166	1.10099	2
11	81850001	1.0358	1.10099	2
11	81900001	1.02201	1.10099	2
11	81950001	1.06963	1.10099	2
11	82000001	1.09802	1.10099	2
11	82050001	1.13658	1.10099	2
11	82100001	1.19293	1.10099	2
11	82150001	1.10469	1.10099	2
11	82200001	1.0898	1.10099	2
11	82250001	1.15959	1.10099	2
11	82300001	1.07858	1.10099	2
11	82350001	1.03129	1.10099	2
11	82400001	1.07994	1.10099	2
11	82450001	1.07603	1.10099	2
11	82500001	1.01465	1.10099	2
11	82550001	1.09436	1.10099	2
11	82600001	1.1746	1.10099	2
11	82650001	1.1013	1.10099	2
11	82700001	1.12917	1.10099	2
11	82750001	1.15313	1.10099	2
11	82800001	1.11844	1.10099	2
11	82850001	1.22815	1.10099	2
11	82900001	1.2536	1.10099	2
11	82950001	1.0734	1.10099	2
